VATTENID	NAMN	LOKALNAMN	DATUM1	NETTYP	NETKOD	NETNR	ZON	NabborB	BabborB	NgäddaB	BgäddaB	NlakeB	BlakeB	NmörtB	BmörtB	Narter	NtotalB	BtotalB	MviktB	AbCyW	pCyp	mlg10Labbo	mlg10Lmört	nPiscAbb-Net	BpiscAbbB-Net	gmLabboB	gmLmörtB	pPiscPerc
683673-154083	Stensjön	Hela sjön	20180821	B	Bnord12	21	6	9	394	0	0			2	117	2	11	511	46.45	3.37	0.23	2.23	2.26	7.27	327.43	168.21	181.93	0.64
683673-154083	Stensjön	Hela sjön	20180821	B	Bnord12	22	0	8	138	1	137			22	864	3	31	1139	36.74	0.16	0.76	2.03	2.21	1.48	51.67	108.24	162.36	0.05
683673-154083	Stensjön	Hela sjön	20180821	B	Bnord12	23	3	54	1305	0	0			1	59	2	55	1364	24.80	22.12	0.04	2.11	2.27	9.98	491.73	127.89	187.00	0.36
683673-154083	Stensjön	Hela sjön	20180821	B	Bnord12	24	0	19	538	0	0			15	652	2	34	1190	35.00	0.83	0.55	2.12	2.21	6.62	271.84	132.99	162.08	0.23
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	1	6	0	0	0	0			0	0	0	0	0										
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	2	6	3	130	0	0			2	75	2	5	205	41.00	1.73	0.37	2.21	2.20	2.05	87.84	160.62	159.69	0.43
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	3	6	0	0	0	0			0	0	0	0	0										
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	4	6	4	191	0	0			3	208	2	7	399	57.00	0.92	0.52	2.22	2.29	3.10	143.58	166.28	193.92	0.36
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	5	3	6	198	0	0			10	601	2	16	799	49.94	0.33	0.75	2.17	2.26	2.70	98.27	146.26	181.24	0.12
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	6	3	21	292	0	0			13	618	2	34	910	26.76	0.47	0.68	2.01	2.23	1.68	37.35	103.14	171.64	0.04
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	7	6	0	0	0	0			0	0	0	0	0										
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	8	0	14	431	2	402			16	645	3	32	1478	46.19	0.67	0.44	2.11	2.19	3.72	246.44	130.08	156.41	0.17
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	9	0	14	711	0	0			14	745	2	28	1456	52.00	0.95	0.51	2.18	2.24	5.72	481.50	150.87	175.46	0.33
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	10	3	39	987	0	0			1	39	2	40	1026	25.65	25.31	0.04	2.13	2.21	10.65	322.63	134.16	162.00	0.31
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	11	3	14	254	1	555			3	133	3	18	942	52.33	1.91	0.14	2.04	2.21	2.35	74.68	110.73	160.78	0.08
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	12	3	43	1194	1	351			3	190	3	47	1735	36.91	6.28	0.11	2.11	2.27	12.17	556.75	130.08	185.80	0.32
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	13	6	3	132	0	0			0	0	1	3	132	44.00		0.00	2.21		2.07	94.44	160.58		0.72
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	14	0	16	1393	0	0			15	448	2	31	1841	59.39	3.11	0.24	2.13	2.15	3.82	1126.56	135.78	140.95	0.61
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	15	3	15	346	0	0			8	372	2	23	718	31.22	0.93	0.52	2.11	2.20	3.23	93.17	130.22	159.62	0.13
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	16	0	45	977	1	272			5	206	3	51	1455	28.53	4.74	0.14	2.09	2.18	8.98	352.70	122.91	152.71	0.24
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	17	0	5	50	0	0			14	456	2	19	506	26.63	0.11	0.90	1.90	2.15	0.50	15.92	79.25	141.28	0.03
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	18	3	11	465	0	0			6	296	2	17	761	44.76	1.57	0.39	2.17	2.24	4.97	311.54	147.24	174.65	0.41
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	19	0	10	487	0	0			9	441	2	19	928	48.84	1.10	0.48	2.14	2.21	5.27	370.14	138.62	160.65	0.40
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	20	3	13	424	0	0			5	191	2	18	615	34.17	2.22	0.31	2.10	2.20	5.68	282.65	126.21	157.86	0.46
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	21	6	1	43	0	0			1	92	2	2	135	67.50	0.47	0.68	2.21	2.33	0.68	27.29	161.00	212.00	0.20
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	22	0	8	287	1	368			5	198	3	14	853	60.93	1.45	0.23	2.13	2.20	4.27	187.63	134.85	158.12	0.22
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	23	0	39	915	0	0			7	287	2	46	1202	26.13	3.19	0.24	2.11	2.14	10.07	289.07	129.38	136.64	0.24
683673-154083	Stensjön	Hela sjön	20190818	B	Bnord12	24	6	15	485	0	0			4	249	2	19	734	38.63	1.95	0.34	2.16	2.27	6.53	236.19	145.44	187.71	0.32
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	1	6	0	0	1	700			3	237	2	4	937	234.25	0.00	0.25		2.32				209.50	
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	2	6	1	33	1	870			0	0	2	2	903	451.50		0.00	2.18		0.50	15.92	150.00		0.02
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	3	6	1	23	0	0			1	130	2	2	153	76.50	0.18	0.85	2.14	2.37	0.32	7.90	139.00	233.00	0.05
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	4	3	20	476	0	0			2	86	2	22	562	25.55	5.53	0.15	2.12	2.22	5.52	186.83	132.81	167.48	0.33
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	5	0	10	359	0	0			25	882	2	35	1241	35.46	0.41	0.71	2.16	2.18	5.25	263.55	143.15	149.67	0.21
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	6	3	18	437	0	0			3	66	2	21	503	23.95	6.62	0.13	2.14	2.15	5.93	184.87	138.05	140.89	0.37
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	7	3	26	385	0	0			7	370	2	33	755	22.88	1.04	0.49	2.05	2.25	2.32	54.91	112.83	177.43	0.07
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	8	3	24	821	0	0			1	29	2	25	850	34.00	28.31	0.03	2.16	2.18	9.42	470.97	143.37	152.00	0.55
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	9	3	2	76	0	0			0	0	1	2	76	38.00		0.00	2.22		1.48	63.48	164.50		0.84
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	10	6	0	0	0	0			0	0	0	0	0										
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	11	6	3	72	0	0			0	0	1	3	72	24.00		0.00	2.13		0.82	19.40	136.30		0.27
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	12	3	74	1435	0	0			1	57	2	75	1492	19.89	25.18	0.04	2.10	2.28	13.80	360.87	125.10	189.00	0.24
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	13	0	51	805	0	0			13	400	2	64	1205	18.83	2.01	0.33	2.03	2.15	11.72	607.19	106.89	141.57	0.50
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	14	0	26	573	0	0			16	536	2	42	1109	26.40	1.07	0.48	2.03	2.17	4.37	176.64	107.22	146.70	0.16
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	15	3	23	506	0	0			5	210	2	28	716	25.57	2.41	0.29	2.15	2.22	8.03	369.26	142.21	166.58	0.52
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	16	0	16	784	0	0			18	500	2	34	1284	37.76	1.57	0.39	2.14	2.10	8.02	535.81	138.01	124.76	0.42
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	17	6	0	0	0	0			1	90	1	1	90	90.00	0.00	1.00		2.32				209.00	
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	18	6	0	0	0	0			1	69	1	1	69	69.00	0.00	1.00		2.32				207.00	
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	19	0	8	209	0	0			10	324	2	18	533	29.61	0.65	0.61	2.07	2.19	2.23	153.96	117.13	153.41	0.29
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	20	3	9	281	0	0			4	148	2	13	429	33.00	1.90	0.34	2.18	2.20	4.83	179.45	149.86	159.76	0.42
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	21	0	21	546	0	0			3	76	2	24	622	25.92	7.18	0.12	2.10	2.16	7.82	307.60	125.39	144.38	0.49
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	22	0	61	2619	0	0			18	595	2	79	3214	40.68	4.40	0.19	2.12	2.13	15.80	1519.00	131.57	133.97	0.47
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	23	0	68	1208	0	0			12	441	2	80	1649	20.61	2.74	0.27	2.06	2.19	12.25	482.86	113.77	154.75	0.29
683673-154083	Stensjön	Hela sjön	20200819	B	Bnord12	24	6	1	41	0	0			0	0	1	1	41	41.00		0.00	2.23		0.82	38.10	169.00		0.93
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	1	6	0	0	0	0			0	0	0	0	0										
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	2	6	0	0	0	0			1	69	1	1	69	69.00	0.00	1.00		2.31				203.00	
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	3	3	45	1392	0	0			3	162	2	48	1554	32.38	8.59	0.10	2.14	2.25	18.57	826.41	139.34	178.22	0.53
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	4	3	36	871	0	0			4	214	2	40	1085	27.13	4.07	0.20	2.10	2.25	8.55	375.41	125.70	179.21	0.35
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	5	3	0	0	1	600			4	233	2	5	833	166.60	0.00	0.28		2.27				184.93	
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	6	3	64	1613	0	0			10	369	2	74	1982	26.78	4.37	0.19	2.08	2.20	19.57	905.23	120.73	158.80	0.46
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	7	0	30	735	0	0			10	346	2	40	1081	27.03	2.12	0.32	2.09	2.16	6.72	325.61	122.59	144.68	0.30
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	8	0	56	1041	0	0			9	371	2	65	1412	21.72	2.81	0.26	2.06	2.17	8.78	263.95	114.98	148.61	0.19
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	9	0	23	1053	0	0			11	438	2	34	1491	43.85	2.40	0.29	2.21	2.21	15.23	843.59	160.95	160.59	0.57
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	10	3	16	555	0	0			5	276	2	21	831	39.57	2.01	0.33	2.18	2.26	9.28	426.03	152.09	183.83	0.51
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	11	0	12	762	0	0			9	438	2	21	1200	57.14	1.74	0.37	2.22	2.23	7.22	641.57	167.13	167.97	0.53
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	12	3	11	327	0	0			1	62	2	12	389	32.42	5.27	0.16	2.10	2.28	5.25	202.43	127.03	192.00	0.52
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	13	6	0	0	0	0			0	0	0	0	0										
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	14	6	3	87	0	0			0	0	1	3	87	29.00		0.00	2.15		1.22	44.87	140.77		0.52
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	15	0	37	981	0	0			15	560	2	52	1541	29.63	1.75	0.36	2.01	2.18	13.93	773.51	101.58	152.69	0.50
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	16	6	2	74	0	0			1	70	2	3	144	48.00	1.06	0.49	2.18	2.29	1.03	34.31	150.92	196.00	0.24
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	17	0	31	847	0	0			14	700	2	45	1547	34.38	1.21	0.45	2.12	2.20	10.23	409.61	133.33	158.02	0.26
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	18	3	25	580	0	0			3	152	2	28	732	26.14	3.82	0.21	2.10	2.25	6.57	269.71	125.01	176.18	0.37
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	19	0	13	409	0	0			15	580	2	28	989	35.32	0.71	0.59	2.12	2.17	4.50	310.16	130.52	146.23	0.31
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	20	6	1	800	0	0			1	93	2	2	893	446.50	8.60	0.10	2.60	2.34	1.00	738.13	400.00	217.00	0.83
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	21	3	25	613	0	0			3	97	2	28	710	25.36	6.32	0.14	2.10	2.19	8.02	269.80	127.25	154.91	0.38
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	22	3	21	425	1	182			4	125	3	26	732	28.15	3.40	0.17	2.03	2.11	6.15	228.44	106.37	129.97	0.31
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	23	3	21	525	0	0			5	130	2	26	655	25.19	4.04	0.20	2.07	2.09	7.92	323.70	117.30	123.87	0.49
683673-154083	Stensjön	Hela sjön	20210822	B	Bnord12	24	0	8	346	0	0			18	740	2	26	1086	41.77	0.47	0.68	2.20	2.20	5.05	268.92	159.60	157.46	0.25
